CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST00361,512,1,13764.05,1,1,3,113,5,Needs Attention
CUST00362,237,1,10586.93,2,1,2,212,5,Hibernating / Lost
CUST00363,56,8,42960.22,4,5,5,455,14,Champions
CUST00364,203,2,7791.18,3,3,2,332,8,Potential Loyalists
CUST00365,37,4,25264.63,5,4,4,544,13,Champions
CUST00366,73,2,23896.13,4,3,4,434,11,Loyal Customers
CUST00367,49,1,11883.05,4,1,3,413,8,Recent Customers
CUST00368,509,1,1250.39,1,1,1,111,3,Hibernating / Lost
CUST00369,258,3,29745.59,2,4,4,244,10,At Risk (High Value)
CUST00370,112,1,4944.47,4,1,1,411,6,Recent Customers
CUST00371,91,1,3504.13,4,1,1,411,6,Recent Customers
CUST00372,297,2,13599.49,2,3,3,233,8,At Risk
CUST00373,376,1,8592.08,1,1,2,112,4,Hibernating / Lost
CUST00374,270,2,28300.0,2,3,4,234,9,At Risk
CUST00375,226,1,1993.94,2,2,1,221,5,Hibernating / Lost
CUST00376,234,3,12181.32,2,4,3,243,9,At Risk
CUST00377,409,1,15774.94,1,2,3,123,6,Needs Attention
CUST00378,439,1,5693.34,1,2,2,122,5,Hibernating / Lost
CUST00379,421,1,6131.97,1,2,2,122,5,Hibernating / Lost
CUST00380,534,1,6128.77,1,2,2,122,5,Hibernating / Lost
CUST00381,496,1,4940.5599999999995,1,2,1,121,4,Hibernating / Lost
CUST00382,179,2,10314.66,3,3,2,332,8,Potential Loyalists
CUST00383,80,2,22158.49,4,3,4,434,11,Loyal Customers
CUST00384,535,1,5910.07,1,2,2,122,5,Hibernating / Lost
CUST00385,97,3,46494.26,4,4,5,445,13,Champions
CUST00386,30,5,84139.36,5,5,5,555,15,Champions
CUST00387,214,4,27828.89,2,4,4,244,10,At Risk (High Value)
CUST00388,409,1,8876.16,1,2,2,122,5,Hibernating / Lost
CUST00389,312,2,24278.280000000002,2,3,4,234,9,At Risk
CUST00390,421,1,4523.76,1,2,1,121,4,Hibernating / Lost
CUST00391,148,1,18723.66,3,2,3,323,8,Needs Attention
CUST00392,18,27,227093.56,5,5,5,555,15,Champions
CUST00393,112,1,8592.5,4,2,2,422,8,Recent Customers
CUST00394,23,2,38237.25,5,3,5,535,13,Loyal Customers
CUST00395,150,2,23795.79,3,3,4,334,10,Potential Loyalists
CUST00396,186,3,30213.08,3,4,4,344,11,Potential Loyalists
CUST00397,314,2,33062.98,2,3,4,234,9,At Risk
CUST00398,422,1,17149.379999999997,1,2,3,123,6,Needs Attention
CUST00399,72,1,3361.87,4,2,1,421,7,Recent Customers
CUST00400,424,2,14324.49,1,3,3,133,7,At Risk
CUST00401,11,1,2622.3,5,2,1,521,8,Recent Customers
CUST00402,188,1,2203.72,3,2,1,321,6,Needs Attention
CUST00403,396,1,1190.46,1,2,1,121,4,Hibernating / Lost
CUST00404,486,1,24453.48,1,2,4,124,7,Needs Attention
CUST00405,139,1,12591.4,3,2,3,323,8,Needs Attention
CUST00406,475,1,3039.78,1,2,1,121,4,Hibernating / Lost
CUST00407,308,1,9115.61,2,2,2,222,6,Hibernating / Lost
CUST00408,71,3,25076.69,4,4,4,444,12,Champions
CUST00409,67,4,37495.619999999995,4,4,5,445,13,Champions
CUST00410,445,1,6562.05,1,2,2,122,5,Hibernating / Lost
CUST00411,63,1,15897.080000000002,4,2,3,423,9,Recent Customers
CUST00412,138,1,2167.21,3,2,1,321,6,Needs Attention
CUST00413,290,2,17927.19,2,3,3,233,8,At Risk
CUST00414,237,3,16511.51,2,4,3,243,9,At Risk
CUST00415,273,1,6537.860000000001,2,2,2,222,6,Hibernating / Lost
CUST00416,21,10,67341.32,5,5,5,555,15,Champions
CUST00417,219,1,11679.91,2,2,3,223,7,Needs Attention
CUST00418,186,2,10726.279999999999,3,3,2,332,8,Potential Loyalists
CUST00419,113,3,26369.39,4,4,4,444,12,Champions
CUST00420,34,6,21280.33,5,5,4,554,14,Champions
CUST00421,155,3,47715.950000000004,3,4,5,345,12,Potential Loyalists
CUST00422,61,4,29158.93,4,4,4,444,12,Champions
CUST00423,155,1,3093.2799999999997,3,2,1,321,6,Needs Attention
CUST00424,66,3,50602.96,4,4,5,445,13,Champions
CUST00425,118,1,6941.5599999999995,3,2,2,322,7,Needs Attention
